Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score
13117.0,22,8,984.91,3,4,3,343,10
13118.0,20,5,1197.81,3,4,3,343,10
13120.0,239,1,30.599999999999998,1,1,1,111,3
13121.0,269,1,283.73,1,1,1,111,3
13122.0,94,2,922.39,2,2,3,223,7
13124.0,90,3,3756.33,2,3,4,234,9
13126.0,5,8,2099.64,4,4,4,444,12
13127.0,78,1,259.17,2,1,1,211,4
13130.0,94,1,64.0,2,1,1,211,4
13131.0,23,3,1073.3,3,3,3,333,9
13132.0,262,1,77.3,1,1,1,111,3
13133.0,274,2,109.8,1,2,1,121,4
13134.0,86,4,1793.58,2,3,4,234,9
13136.0,56,5,2607.61,2,4,4,244,10
13137.0,11,8,3603.29,4,4,4,444,12
13138.0,22,6,962.39,3,4,3,343,10
13139.0,16,7,5064.94,4,4,4,444,12
13140.0,108,3,422.47,2,3,2,232,7
13141.0,85,5,2388.75,2,4,4,244,10
13142.0,19,1,307.09,3,1,2,312,6
13144.0,333,1,110.95,1,1,1,111,3
13145.0,40,4,618.52,3,3,2,332,8
13146.0,26,1,228.91,3,1,1,311,5
13147.0,10,4,712.8000000000001,4,3,3,433,10
13148.0,29,12,3683.26,3,4,4,344,11
13149.0,14,4,1676.06,4,3,4,434,11
13151.0,296,1,1257.8700000000001,1,1,3,113,5
13153.0,6,1,486.22,4,1,2,412,7
13155.0,33,4,971.76,3,3,3,333,9
13157.0,49,4,1741.22,3,3,4,334,10
13158.0,95,4,1201.06,2,3,3,233,8
13159.0,9,4,1429.35,4,3,3,433,10
13160.0,22,1,91.8,3,1,1,311,5
13161.0,313,1,112.75,1,1,1,111,3
13162.0,122,4,1688.29,2,3,4,234,9
13165.0,46,2,1021.48,3,2,3,323,8
13166.0,283,1,417.2,1,1,2,112,4
13167.0,19,4,749.57,3,3,3,333,9
13168.0,36,4,1299.59,3,3,3,333,9
13169.0,64,2,712.88,2,2,3,223,7
13170.0,27,1,108.81,3,1,1,311,5
13171.0,22,3,468.41,3,3,2,332,8
13173.0,4,2,353.65,4,2,2,422,8
13174.0,16,3,2742.82,4,3,4,434,11
13176.0,46,1,481.49,3,1,2,312,6
13177.0,65,1,282.45,2,1,1,211,4
13178.0,26,11,5725.47,3,4,4,344,11
13182.0,45,1,121.18,3,1,1,311,5
13183.0,8,9,3957.78,4,4,4,444,12
13184.0,15,10,1648.79,4,4,4,444,12
13185.0,268,1,71.4,1,1,1,111,3
13186.0,40,3,1575.89,3,3,3,333,9
13187.0,337,1,236.02,1,1,1,111,3
13188.0,11,1,114.60000000000001,4,1,1,411,6
13189.0,19,2,260.68,3,2,1,321,6
13192.0,95,2,911.94,2,2,3,223,7
13193.0,61,1,112.08,2,1,1,211,4
13194.0,136,1,60.7,2,1,1,211,4
13196.0,11,4,1797.78,4,3,4,434,11
13198.0,10,6,3401.2400000000002,4,4,4,444,12
13199.0,4,36,7372.24,4,4,4,444,12
13200.0,19,4,870.09,3,3,3,333,9
13203.0,10,4,869.46,4,3,3,433,10
13207.0,15,2,250.26000000000002,4,2,1,421,7
13208.0,59,6,1217.65,2,4,3,243,9
13209.0,30,8,5891.61,3,4,4,344,11
13210.0,94,1,353.48,2,1,2,212,5
13211.0,10,3,1095.42,4,3,3,433,10
13212.0,20,3,786.83,3,3,3,333,9
13213.0,57,5,1520.58,2,4,3,243,9
13216.0,268,1,333.74,1,1,2,112,4
13217.0,122,3,533.98,2,3,2,232,7
13218.0,127,1,62.63999999999999,2,1,1,211,4
13220.0,78,4,819.2900000000001,2,3,3,233,8
13221.0,240,2,847.41,1,2,3,123,6
13223.0,200,2,163.20000000000002,1,2,1,121,4
13224.0,60,2,2100.27,2,2,4,224,8
13225.0,3,6,4066.32,4,4,4,444,12
13226.0,273,1,108.21000000000001,1,1,1,111,3
13227.0,202,1,257.7,1,1,1,111,3
13228.0,81,1,358.0,2,1,2,212,5
13229.0,226,1,160.95,1,1,1,111,3
13230.0,4,14,2712.07,4,4,4,444,12
13232.0,13,7,1328.35,4,4,3,443,11
13233.0,74,2,605.12,2,2,2,222,6
13235.0,212,1,1031.07,1,1,3,113,5
13236.0,25,2,744.85,3,2,3,323,8
13238.0,17,4,700.73,4,3,3,433,10
13239.0,262,1,329.56,1,1,2,112,4
13240.0,96,4,663.65,2,3,3,233,8
13242.0,112,3,270.40000000000003,2,3,1,231,6
13243.0,203,1,585.12,1,1,2,112,4
13244.0,93,1,121.74000000000001,2,1,1,211,4
13245.0,51,1,430.5,3,1,2,312,6
13246.0,18,6,1613.52,4,4,4,444,12
13247.0,18,4,501.12,4,3,2,432,9
13248.0,125,2,465.68,2,2,2,222,6
13249.0,92,3,406.13,2,3,2,232,7
13253.0,157,2,712.16,1,2,3,123,6
13255.0,9,2,399.51,4,2,2,422,8
13258.0,12,3,672.83,4,3,3,433,10
13259.0,62,1,283.18,2,1,1,211,4
13260.0,61,1,557.62,2,1,2,212,5
13261.0,269,2,944.1,1,2,3,123,6
13262.0,263,1,200.29,1,1,1,111,3
13263.0,1,35,7436.93,4,4,4,444,12
13265.0,53,5,1860.66,2,4,4,244,10
13266.0,11,12,3544.1,4,4,4,444,12
13267.0,3,19,4521.49,4,4,4,444,12
13268.0,18,11,3174.75,4,4,4,444,12
13269.0,1,15,5343.28,4,4,4,444,12
13271.0,37,1,211.49,3,1,1,311,5
13272.0,31,2,276.56,3,2,1,321,6
13273.0,113,1,138.98,2,1,1,211,4
13276.0,64,2,590.9300000000001,2,2,2,222,6
13277.0,16,4,258.4,4,3,1,431,8
13278.0,41,1,542.73,3,1,2,312,6
13279.0,78,1,137.75,2,1,1,211,4
13280.0,122,3,798.46,2,3,3,233,8
13282.0,18,3,1132.14,4,3,3,433,10
13283.0,60,2,93.66,2,2,1,221,5
13284.0,331,1,201.19,1,1,1,111,3
13285.0,23,4,2709.12,3,3,4,334,10
13291.0,156,1,361.11,1,1,2,112,4
13292.0,39,2,578.9399999999999,3,2,2,322,7
13294.0,190,2,873.74,1,2,3,123,6
13295.0,360,1,201.20000000000002,1,1,1,111,3
13296.0,137,1,87.4,2,1,1,211,4
13297.0,8,4,2089.85,4,3,4,434,11
13298.0,1,1,360.0,4,1,2,412,7
13299.0,268,1,142.5,1,1,1,111,3
13300.0,169,1,371.89,1,1,2,112,4
13301.0,104,4,618.09,2,3,2,232,7
13302.0,155,1,63.75,1,1,1,111,3
13304.0,351,1,300.42,1,1,2,112,4
13305.0,4,10,2000.86,4,4,4,444,12
13307.0,120,1,15.0,2,1,1,211,4
13308.0,23,3,1325.03,3,3,3,333,9
13309.0,7,5,1456.79,4,4,3,443,11
13310.0,28,3,1132.03,3,3,3,333,9
13311.0,4,2,598.57,4,2,2,422,8
13313.0,22,5,1555.32,3,4,3,343,10
13314.0,2,3,775.94,4,3,3,433,10
13316.0,37,4,4275.41,3,3,4,334,10
13317.0,66,6,2273.68,2,4,4,244,10
13318.0,1,3,640.76,4,3,2,432,9
13319.0,5,26,10845.550000000001,4,4,4,444,12
13320.0,78,4,1532.2,2,3,3,233,8
13321.0,72,2,335.36,2,2,2,222,6
13322.0,17,1,199.48000000000002,4,1,1,411,6
13323.0,3,5,787.85,4,4,3,443,11
13324.0,36,10,4891.71,3,4,4,344,11
13325.0,82,1,675.3,2,1,3,213,6
13327.0,39,8,3627.77,3,4,4,344,11
13328.0,316,1,1042.08,1,1,3,113,5
13329.0,32,2,789.0,3,2,3,323,8
13330.0,93,3,1140.93,2,3,3,233,8
13332.0,14,1,350.9,4,1,2,412,7
13334.0,82,3,3502.32,2,3,4,234,9
13336.0,77,1,795.12,2,1,3,213,6
13338.0,158,1,487.02,1,1,2,112,4
13339.0,201,1,860.12,1,1,3,113,5
13340.0,45,7,9371.04,3,4,4,344,11
13341.0,261,1,775.85,1,1,3,113,5
13343.0,178,1,353.43,1,1,2,112,4
13344.0,68,3,2511.69,2,3,4,234,9
13345.0,288,1,389.5,1,1,2,112,4
13347.0,70,1,341.36,2,1,2,212,5
13348.0,64,1,233.76,2,1,1,211,4
13349.0,11,1,247.32,4,1,1,411,6
13350.0,16,2,979.12,4,2,3,423,9
13351.0,66,1,373.94,2,1,2,212,5
13352.0,60,1,397.97999999999996,2,1,2,212,5
13354.0,71,1,743.53,2,1,3,213,6
13355.0,122,1,674.7,2,1,3,213,6
13356.0,80,1,768.24,2,1,3,213,6
13357.0,257,1,609.4,1,1,2,112,4
13358.0,269,1,439.03,1,1,2,112,4
13359.0,64,1,439.56,2,1,2,212,5
13362.0,9,4,3090.7400000000002,4,3,4,434,11
13363.0,18,2,992.5,4,2,3,423,9
13364.0,71,1,134.95999999999998,2,1,1,211,4
13365.0,34,2,2225.37,3,2,4,324,9
13368.0,257,2,623.4,1,2,2,122,5
13369.0,366,1,308.28000000000003,1,1,2,112,4
13370.0,372,1,754.87,1,1,3,113,5
13372.0,90,1,378.64,2,1,2,212,5
13373.0,61,3,3312.25,2,3,4,234,9
13375.0,89,1,778.65,2,1,3,213,6
13376.0,99,3,1019.76,2,3,3,233,8
13379.0,26,3,572.56,3,3,2,332,8
13381.0,32,6,3639.31,3,4,4,344,11
13382.0,281,1,222.99,1,1,1,111,3
13384.0,31,7,3720.25,3,4,4,344,11
13385.0,330,1,534.57,1,1,2,112,4
13388.0,131,2,677.1,2,2,3,223,7
13389.0,11,3,797.96,4,3,3,433,10
13390.0,75,1,544.08,2,1,2,212,5
13391.0,204,1,59.8,1,1,1,111,3
13394.0,2,8,2520.02,4,4,4,444,12
13395.0,185,1,307.72,1,1,2,112,4
13396.0,29,2,1360.99,3,2,3,323,8
13397.0,73,5,1544.13,2,4,3,243,9
13398.0,192,1,457.34,1,1,2,112,4
13402.0,127,2,621.23,2,2,2,222,6
13403.0,18,1,75.0,4,1,1,411,6
13404.0,1,2,252.49,4,2,1,421,7
13405.0,74,3,572.451,2,3,2,232,7
13408.0,2,62,26581.68,4,4,4,444,12
13410.0,24,5,1003.06,3,4,3,343,10
13411.0,107,1,213.55,2,1,1,211,4
13414.0,134,2,568.5,2,2,2,222,6
13416.0,44,2,712.5,3,2,3,323,8
13417.0,5,2,640.83,4,2,2,422,8
13418.0,12,18,6127.43,4,4,4,444,12
13419.0,64,1,221.06,2,1,1,211,4
13420.0,150,2,159.85,1,2,1,121,4
13421.0,40,2,1833.71,3,2,4,324,9
13422.0,64,1,2626.3,2,1,4,214,7
13425.0,108,3,1624.21,2,3,4,234,9
13426.0,1,10,3641.32,4,4,4,444,12
13427.0,19,3,582.6,3,3,2,332,8
13428.0,10,1,201.78,4,1,1,411,6
13429.0,11,4,1006.8,4,3,3,433,10
13430.0,19,2,679.45,3,2,3,323,8
13431.0,67,2,1269.1,2,2,3,223,7
13434.0,74,2,534.24,2,2,2,222,6
13435.0,5,7,3775.33,4,4,4,444,12
13436.0,2,1,196.89,4,1,1,411,6
13437.0,14,7,3408.06,4,4,4,444,12
13439.0,255,1,283.71,1,1,1,111,3
13441.0,92,1,296.64,2,1,1,211,4
13447.0,23,3,1129.14,3,3,3,333,9
13448.0,17,6,3534.69,4,4,4,444,12
13449.0,24,1,291.88,3,1,1,311,5
13450.0,27,6,1940.04,3,4,4,344,11
13451.0,26,5,2898.2599999999998,3,4,4,344,11
13452.0,259,2,590.0,1,2,2,122,5
13453.0,166,2,356.97999999999996,1,2,2,122,5
13455.0,25,2,1058.34,3,2,3,323,8
13456.0,18,6,1766.72,4,4,4,444,12
13458.0,7,14,9646.57,4,4,4,444,12
13460.0,29,2,183.44,3,2,1,321,6
13461.0,39,3,1445.0,3,3,3,333,9
13462.0,253,1,151.5,1,1,1,111,3
13464.0,58,1,674.68,2,1,3,213,6
13466.0,184,1,307.9,1,1,2,112,4
13467.0,11,2,1071.91,4,2,3,423,9
13468.0,2,37,5704.97,4,4,4,444,12
13470.0,99,2,165.0,2,2,1,221,5
13471.0,1,4,2501.84,4,3,4,434,11
13473.0,61,2,422.64,2,2,2,222,6
13474.0,236,1,226.84,1,1,1,111,3
13475.0,191,4,1431.78,1,3,3,133,7
13476.0,179,2,1238.47,1,2,3,123,6
13477.0,38,6,1454.58,3,4,3,343,10
13479.0,201,2,300.95,1,2,2,122,5
13481.0,46,5,1804.56,3,4,4,344,11
13482.0,232,1,184.64,1,1,1,111,3
13483.0,66,1,140.34,2,1,1,211,4
13484.0,241,1,313.8,1,1,2,112,4
13485.0,233,1,454.24,1,1,2,112,4
13486.0,78,3,1122.41,2,3,3,233,8
13487.0,58,3,575.4,2,3,2,232,7
13488.0,17,13,8968.31,4,4,4,444,12
13489.0,105,3,291.12,2,3,1,231,6
13491.0,52,10,1215.82,2,4,3,243,9
13492.0,136,3,1269.84,2,3,3,233,8
13493.0,275,2,514.95,1,2,2,122,5
13494.0,312,1,316.26000000000005,1,1,2,112,4
13495.0,8,5,2044.8700000000001,4,4,4,444,12
13496.0,11,2,653.33,4,2,3,423,9
13497.0,283,2,348.05,1,2,2,122,5
13499.0,18,5,1047.75,4,4,3,443,11
13500.0,23,3,1166.77,3,3,3,333,9
13501.0,288,1,1340.32,1,1,3,113,5
13502.0,17,3,292.0,4,3,1,431,8
13503.0,71,1,216.85,2,1,1,211,4
13504.0,64,1,295.93,2,1,1,211,4
13505.0,73,4,4393.63,2,3,4,234,9
13506.0,316,2,458.52,1,2,2,122,5
13507.0,3,4,2479.16,4,3,4,434,11
13508.0,244,1,110.97,1,1,1,111,3
13509.0,9,6,852.52,4,4,3,443,11
13510.0,1,4,1791.56,4,3,4,434,11
13512.0,261,1,251.21,1,1,1,111,3
13513.0,127,1,205.1,2,1,1,211,4
13514.0,74,1,152.20000000000002,2,1,1,211,4
13515.0,73,4,891.12,2,3,3,233,8
13516.0,21,3,635.41,3,3,2,332,8
13517.0,60,3,2128.42,2,3,4,234,9
13518.0,86,1,627.16,2,1,2,212,5
13519.0,78,1,122.75,2,1,1,211,4
13520.0,59,6,3624.35,2,4,4,244,10
13521.0,1,3,1071.73,4,3,3,433,10
13522.0,30,1,125.80000000000001,3,1,1,311,5
13523.0,33,5,3964.88,3,4,4,344,11
13524.0,41,5,680.1800000000001,3,4,3,343,10
13525.0,15,2,164.78,4,2,1,421,7
13527.0,34,7,2242.36,3,4,4,344,11
13529.0,79,2,307.76,2,2,2,222,6
13531.0,205,2,483.8,1,2,2,122,5
13532.0,34,1,210.31,3,1,1,311,5
13533.0,183,3,269.09,1,3,1,131,5
13534.0,2,25,5870.08,4,4,4,444,12
13536.0,1,7,3444.39,4,4,4,444,12
13538.0,43,7,1280.85,3,4,3,343,10
13539.0,86,3,631.34,2,3,2,232,7
13544.0,40,2,276.06,3,2,1,321,6
13546.0,12,3,621.09,4,3,2,432,9
13548.0,96,2,678.16,2,2,3,223,7
13549.0,26,7,918.2,3,4,3,343,10
13551.0,319,1,91.80000000000001,1,1,1,111,3
13552.0,66,12,3740.07,2,4,4,244,10
13555.0,74,4,4098.88,2,3,4,234,9
13557.0,28,2,584.06,3,2,2,322,7
13558.0,6,4,594.52,4,3,2,432,9
13560.0,7,1,171.42000000000002,4,1,1,411,6
13561.0,216,1,141.85999999999999,1,1,1,111,3
13562.0,82,3,1799.33,2,3,4,234,9
13563.0,84,2,777.53,2,2,3,223,7
13564.0,144,3,1724.67,1,3,4,134,8
13565.0,19,2,240.22,3,2,1,321,6
13566.0,41,2,856.84,3,2,3,323,8
13568.0,173,1,187.05,1,1,1,111,3
13569.0,17,2,338.62,4,2,2,422,8
13570.0,243,1,239.49,1,1,1,111,3
13571.0,13,12,2088.94,4,4,4,444,12
13572.0,206,1,1384.25,1,1,3,113,5
13573.0,50,2,267.21,3,2,1,321,6
13575.0,23,5,732.0699999999999,3,4,3,343,10
13576.0,10,18,6717.34,4,4,4,444,12
13577.0,25,4,1687.6000000000001,3,3,4,334,10
13579.0,15,2,467.04,4,2,2,422,8
13581.0,309,1,118.0,1,1,1,111,3
13583.0,156,1,781.03,1,1,3,113,5
13584.0,307,1,142.4,1,1,1,111,3
13587.0,64,1,712.4,2,1,3,213,6
13588.0,16,9,2478.95,4,4,4,444,12
13589.0,15,2,379.65,4,2,2,422,8
13590.0,11,6,1685.52,4,4,4,444,12
13591.0,65,3,1117.13,2,3,3,233,8
13592.0,36,4,247.95999999999998,3,3,1,331,7
13593.0,108,5,2011.88,2,4,4,244,10
13594.0,53,1,396.97,2,1,2,212,5
13596.0,6,2,664.11,4,2,3,423,9
13598.0,47,1,160.04,3,1,1,311,5
13599.0,1,21,5149.92,4,4,4,444,12
13600.0,312,1,219.52,1,1,1,111,3
13601.0,45,2,693.32,3,2,3,323,8
13602.0,65,1,428.89,2,1,2,212,5
13603.0,26,1,164.34,3,1,1,311,5
13606.0,29,3,276.75,3,3,1,331,7
13607.0,40,1,675.51,3,1,3,313,7
13610.0,12,7,1082.33,4,4,3,443,11
13611.0,89,3,1154.4,2,3,3,233,8
13614.0,24,4,1585.46,3,3,4,334,10
13615.0,319,1,417.69,1,1,2,112,4
13617.0,40,3,544.18,3,3,2,332,8
13618.0,174,1,177.34,1,1,1,111,3
13621.0,117,1,213.85,2,1,1,211,4
13623.0,31,5,727.74,3,4,3,343,10
13626.0,253,1,257.23,1,1,1,111,3
13627.0,59,5,1434.95,2,4,3,243,9
13629.0,23,11,5715.36,3,4,4,344,11
13630.0,5,7,1879.1399999999999,4,4,4,444,12
13631.0,100,11,3070.42,2,4,4,244,10
13632.0,25,5,2118.93,3,4,4,344,11
13634.0,33,5,1547.3600000000001,3,4,3,343,10
13635.0,68,1,1071.03,2,1,3,213,6
13636.0,37,5,949.12,3,4,3,343,10
13637.0,52,3,804.3,2,3,3,233,8
13638.0,16,1,122.64,4,1,1,411,6
13639.0,74,1,795.74,2,1,3,213,6
13642.0,216,1,312.28,1,1,2,112,4
13643.0,31,3,519.44,3,3,2,332,8
13644.0,16,4,2624.26,4,3,4,434,11
13645.0,120,1,252.1,2,1,1,211,4
13647.0,10,4,1648.1200000000001,4,3,4,434,11
13649.0,257,2,346.6,1,2,2,122,5
13650.0,17,6,1836.34,4,4,4,444,12
13651.0,35,2,94.2,3,2,1,321,6
13652.0,46,3,1095.08,3,3,3,333,9
13654.0,43,6,2707.33,3,4,4,344,11
13655.0,114,2,932.97,2,2,3,223,7
13656.0,165,2,379.65,1,2,2,122,5
13657.0,11,2,382.14,4,2,2,422,8
13658.0,10,5,2639.17,4,4,4,444,12
13659.0,206,2,1563.0,1,2,3,123,6
13662.0,86,3,881.26,2,3,3,233,8
13663.0,179,1,189.47,1,1,1,111,3
13666.0,60,3,84.65,2,3,1,231,6
13667.0,149,1,299.05,1,1,2,112,4
13668.0,3,21,6106.31,4,4,4,444,12
13669.0,51,2,218.55,3,2,1,321,6
13670.0,75,1,349.7,2,1,2,212,5
13672.0,301,2,186.39000000000001,1,2,1,121,4
13673.0,19,2,387.44,3,2,2,322,7
13675.0,151,2,486.82000000000005,1,2,2,122,5
13678.0,152,1,215.32,1,1,1,111,3
13680.0,1,4,3719.12,4,3,4,434,11
13681.0,18,4,827.83,4,3,3,433,10
13682.0,187,1,59.5,1,1,1,111,3
13684.0,286,1,65.13,1,1,1,111,3
13685.0,3,4,20.92,4,3,1,431,8
13686.0,183,1,72.0,1,1,1,111,3
13689.0,63,1,910.0,2,1,3,213,6
13690.0,59,1,172.25,2,1,1,211,4
13692.0,25,3,1488.32,3,3,3,333,9
13694.0,4,47,38816.26,4,4,4,444,12
13695.0,31,15,2504.13,3,4,4,344,11
13697.0,39,1,151.29999999999998,3,1,1,311,5
13699.0,155,1,308.58000000000004,1,1,2,112,4
13700.0,26,10,2248.63,3,4,4,344,11
13703.0,318,1,99.5,1,1,1,111,3
13704.0,5,9,2308.06,4,4,4,444,12
13705.0,8,3,711.86,4,3,3,433,10
13706.0,303,1,330.79,1,1,2,112,4
13707.0,267,2,806.41,1,2,3,123,6
13708.0,271,1,285.33,1,1,1,111,3
13709.0,4,13,6307.650000000001,4,4,4,444,12
13710.0,32,1,180.48,3,1,1,311,5
13711.0,219,2,252.06,1,2,1,121,4
13712.0,247,1,228.84,1,1,1,111,3
13715.0,281,5,1077.39,1,4,3,143,8
13716.0,269,1,138.28,1,1,1,111,3
13717.0,32,6,1414.77,3,4,3,343,10
13718.0,246,2,306.55,1,2,2,122,5
13719.0,15,5,1041.68,4,4,3,443,11
13720.0,117,4,720.7,2,3,3,233,8
13721.0,36,1,524.14,3,1,2,312,6
13722.0,132,3,2314.9300000000003,2,3,4,234,9
13723.0,217,1,199.85000000000002,1,1,1,111,3
13725.0,50,8,1980.56,3,4,4,344,11
13726.0,39,2,1079.6599999999999,3,2,3,323,8
13727.0,29,2,333.48,3,2,2,322,7
13728.0,37,6,1016.14,3,4,3,343,10
13730.0,136,2,752.6,2,2,3,223,7
13731.0,219,2,610.59,1,2,2,122,5
13732.0,28,1,491.86,3,1,2,312,6
13735.0,25,4,2883.54,3,3,4,334,10
13736.0,5,2,729.8,4,2,3,423,9
13737.0,200,1,339.59999999999997,1,1,2,112,4
13739.0,18,1,216.9,4,1,1,411,6
13740.0,241,1,350.75,1,1,2,112,4
13741.0,72,3,668.4300000000001,2,3,3,233,8
13742.0,17,12,3107.87,4,4,4,444,12
13743.0,3,7,1202.3999999999999,4,4,3,443,11
13744.0,95,2,1038.76,2,2,3,223,7
13745.0,162,1,300.04,1,1,2,112,4
13747.0,374,1,79.6,1,1,1,111,3
13748.0,96,5,948.25,2,4,3,243,9
13750.0,54,5,1647.26,2,4,4,244,10
13751.0,288,1,296.25,1,1,1,111,3
13752.0,124,6,1175.38,2,4,3,243,9
13753.0,288,1,741.26,1,1,3,113,5
13754.0,152,2,282.59999999999997,1,2,1,121,4
13755.0,4,9,2108.06,4,4,4,444,12
13756.0,2,14,4619.52,4,4,4,444,12
13758.0,12,7,3130.07,4,4,4,444,12
13759.0,33,2,659.4100000000001,3,2,3,323,8
13760.0,54,2,286.79,2,2,1,221,5
13761.0,50,2,1070.65,3,2,3,323,8
13762.0,219,1,306.72,1,1,2,112,4
13763.0,63,1,1714.96,2,1,4,214,7
13764.0,71,3,1519.42,2,3,3,233,8
13767.0,2,37,15389.960000000001,4,4,4,444,12
13769.0,2,10,2796.51,4,4,4,444,12
13771.0,64,4,2634.45,2,3,4,234,9
13772.0,34,3,1122.63,3,3,3,333,9
13774.0,82,1,345.0,2,1,2,212,5
13777.0,1,27,11092.72,4,4,4,444,12
13778.0,103,1,178.7,2,1,1,211,4
13780.0,7,2,274.21,4,2,1,421,7
13781.0,251,1,127.84,1,1,1,111,3
13782.0,13,6,908.86,4,4,3,443,11
13784.0,10,8,1935.75,4,4,4,444,12
13786.0,367,1,230.39999999999998,1,1,1,111,3
13787.0,76,2,309.04,2,2,2,222,6
13790.0,4,1,348.8,4,1,2,412,7
13791.0,128,2,1226.0,2,2,3,223,7
13792.0,66,2,195.55,2,2,1,221,5
13798.0,1,55,31237.87,4,4,4,444,12
13799.0,117,2,688.86,2,2,3,223,7
13800.0,310,1,558.32,1,1,2,112,4
13801.0,67,1,324.8,2,1,2,212,5
13802.0,139,3,4057.42,2,3,4,234,9
13803.0,255,1,277.07,1,1,1,111,3
13804.0,31,7,2588.39,3,4,4,344,11
13805.0,52,2,563.0,2,2,2,222,6
13806.0,64,1,256.38,2,1,1,211,4
13807.0,367,1,112.6,1,1,1,111,3
13808.0,6,5,1747.66,4,4,4,444,12
13809.0,305,1,155.05,1,1,1,111,3
13810.0,29,3,1499.01,3,3,3,333,9
13811.0,184,3,814.5,1,3,3,133,7
13812.0,42,3,539.0,3,3,2,332,8
13813.0,40,4,1366.8600000000001,3,3,3,333,9
13814.0,92,2,1579.12,2,2,3,223,7
13815.0,22,4,3966.88,3,3,4,334,10
13816.0,24,2,571.6700000000001,3,2,2,322,7
13817.0,29,2,382.98,3,2,2,322,7
13819.0,302,3,938.75,1,3,3,133,7
13821.0,145,2,385.64,1,2,2,122,5
13822.0,6,2,632.0,4,2,2,422,8
13823.0,19,2,957.66,3,2,3,323,8
13824.0,33,5,1698.94,3,4,4,344,11
13826.0,176,1,189.5,1,1,1,111,3
13827.0,58,3,409.8,2,3,2,232,7
13828.0,22,1,209.49,3,1,1,311,5
13831.0,16,6,1872.05,4,4,4,444,12
13832.0,19,1,52.199999999999996,3,1,1,311,5
13833.0,159,1,383.85,1,1,2,112,4
13835.0,25,4,834.57,3,3,3,333,9
13837.0,212,2,266.59000000000003,1,2,1,121,4
13838.0,6,4,674.82,4,3,3,433,10
13841.0,253,1,85.0,1,1,1,111,3
13842.0,59,9,3385.62,2,4,4,244,10
13844.0,11,1,361.62,4,1,2,412,7
13845.0,65,1,312.98,2,1,2,212,5
13846.0,25,3,865.0600000000001,3,3,3,333,9
13848.0,298,1,135.0,1,1,1,111,3
13849.0,52,2,1537.95,2,2,3,223,7
13850.0,129,1,1595.48,2,1,4,214,7
13851.0,96,3,1763.46,2,3,4,234,9
13853.0,57,1,1090.14,2,1,3,213,6
13854.0,9,25,7935.5199999999995,4,4,4,444,12
13856.0,169,3,294.9,1,3,1,131,5
13858.0,57,1,216.17,2,1,1,211,4
13859.0,326,1,201.16,1,1,1,111,3
13860.0,1,5,1245.9,4,4,3,443,11
13862.0,18,8,2209.36,4,4,4,444,12
13863.0,248,1,305.78,1,1,2,112,4
13865.0,58,4,501.56,2,3,2,232,7
13866.0,74,1,145.67000000000002,2,1,1,211,4
13867.0,31,3,1005.09,3,3,3,333,9
13868.0,39,1,507.54,3,1,2,312,6
13869.0,123,4,3083.65,2,3,4,234,9
13870.0,2,8,2770.94,4,4,4,444,12
13871.0,23,13,6403.25,3,4,4,344,11
13873.0,120,3,389.6,2,3,2,232,7
13874.0,358,1,540.45,1,1,2,112,4
13875.0,54,5,1786.79,2,4,4,244,10
13876.0,64,1,122.7,2,1,1,211,4
13877.0,86,1,117.24,2,1,1,211,4
13878.0,55,1,1271.57,2,1,3,213,6
13880.0,21,13,3219.77,3,4,4,344,11
13881.0,4,19,11315.68,4,4,4,444,12
13882.0,3,5,1191.13,4,4,3,443,11
13883.0,11,5,2674.48,4,4,4,444,12
13884.0,7,5,787.6,4,4,3,443,11
13885.0,189,2,506.8,1,2,2,122,5
13886.0,71,1,243.56,2,1,1,211,4
13887.0,204,1,349.55,1,1,2,112,4
13888.0,120,2,595.67,2,2,2,222,6
13889.0,93,1,416.90000000000003,2,1,2,212,5
13890.0,1,10,1883.8100000000002,4,4,4,444,12
13892.0,27,4,518.13,3,3,2,332,8
13893.0,298,1,821.1,1,1,3,113,5
13894.0,24,3,564.62,3,3,2,332,8
13895.0,28,4,2593.07,3,3,4,334,10
13897.0,50,1,311.16,3,1,2,312,6
13898.0,326,1,155.93,1,1,1,111,3
13899.0,16,2,388.52,4,2,2,422,8
13900.0,183,3,740.95,1,3,3,133,7
13901.0,72,5,2867.2,2,4,4,244,10
13904.0,37,2,332.64,3,2,2,322,7
13908.0,80,4,2244.75,2,3,4,234,9
13911.0,57,9,2288.11,2,4,4,244,10
13914.0,12,2,626.45,4,2,2,422,8
13917.0,50,2,272.04,3,2,1,321,6
13918.0,50,2,828.84,3,2,3,323,8
13919.0,59,2,384.81,2,2,2,222,6
13922.0,352,1,172.25,1,1,1,111,3
13923.0,54,1,351.13,2,1,2,212,5
13924.0,2,6,1838.8500000000001,4,4,4,444,12
13925.0,93,4,678.25,2,3,3,233,8
13926.0,23,1,223.85000000000002,3,1,1,311,5
13927.0,75,1,348.99,2,1,2,212,5
13928.0,11,4,464.57,4,3,2,432,9
13929.0,169,2,842.65,1,2,3,123,6
13930.0,58,2,337.34,2,2,2,222,6
13931.0,96,2,1237.53,2,2,3,223,7
13932.0,295,1,307.4,1,1,2,112,4
13933.0,109,2,608.7900000000001,2,2,2,222,6
13934.0,264,1,922.1,1,1,3,113,5
